0,0,0,-0.196078431,-0.066666667,-0.352941176,-0.211764706,-0.458823529,-0.337254902,-0.576470588,-0.4,-0.215686275,-0.490196078,-0.305882353,-0.666666667,-0.345098039,-0.784313725,-0.368627451,-0.88627451,-0.08627451,-0.517647059,-0.109803922,-0.741176471,-0.117647059,-0.878431373,-0.117647059,-1,0.031372549,-0.498039216,0.039215686,-0.705882353,0.050980392,-0.835294118,0.058823529,-0.952941176,0.145098039,-0.439215686,0.192156863,-0.588235294,0.215686275,-0.682352941,0.235294118,-0.77254902
0,0,0,-0.192913386,-0.062992126,-0.354330709,-0.204724409,-0.464566929,-0.330708661,-0.586614173,-0.38976378,-0.216535433,-0.476377953,-0.311023622,-0.661417323,-0.350393701,-0.779527559,-0.377952756,-0.881889764,-0.082677165,-0.507874016,-0.11023622,-0.732283465,-0.122047244,-0.874015748,-0.12992126,-1,0.035433071,-0.488188976,0.047244094,-0.696850394,0.059055118,-0.826771654,0.066929134,-0.94488189,0.149606299,-0.433070866,0.196850394,-0.582677165,0.224409449,-0.677165354,0.24015748,-0.767716535
0,0,0,-0.197628458,-0.063241107,-0.359683794,-0.197628458,-0.4743083,-0.320158103,-0.596837945,-0.37944664,-0.225296443,-0.4743083,-0.320158103,-0.660079051,-0.363636364,-0.774703557,-0.391304348,-0.877470356,-0.090909091,-0.505928854,-0.118577075,-0.735177866,-0.130434783,-0.873517787,-0.134387352,-1,0.031620553,-0.494071146,0.043478261,-0.699604743,0.059288538,-0.830039526,0.071146245,-0.944664032,0.150197628,-0.438735178,0.197628458,-0.584980237,0.225296443,-0.679841897,0.245059289,-0.766798419
0,0,0,-0.2,-0.066666667,-0.356862745,-0.207843137,-0.470588235,-0.333333333,-0.584313725,-0.392156863,-0.215686275,-0.482352941,-0.301960784,-0.670588235,-0.345098039,-0.788235294,-0.37254902,-0.890196078,-0.082352941,-0.509803922,-0.101960784,-0.737254902,-0.109803922,-0.878431373,-0.11372549,-1,0.035294118,-0.490196078,0.054901961,-0.698039216,0.074509804,-0.82745098,0.090196078,-0.945098039,0.149019608,-0.431372549,0.203921569,-0.576470588,0.231372549,-0.670588235,0.254901961,-0.756862745
0,0,0,-0.2,-0.070588235,-0.356862745,-0.207843137,-0.470588235,-0.333333333,-0.584313725,-0.392156863,-0.219607843,-0.48627451,-0.301960784,-0.674509804,-0.341176471,-0.796078431,-0.364705882,-0.898039216,-0.08627451,-0.51372549,-0.101960784,-0.737254902,-0.109803922,-0.878431373,-0.117647059,-1,0.035294118,-0.490196078,0.058823529,-0.690196078,0.074509804,-0.819607843,0.090196078,-0.933333333,0.152941176,-0.423529412,0.207843137,-0.564705882,0.235294118,-0.658823529,0.262745098,-0.749019608
0,0,0,-0.194552529,-0.073929961,-0.357976654,-0.210116732,-0.470817121,-0.3307393,-0.587548638,-0.385214008,-0.206225681,-0.490272374,-0.284046693,-0.680933852,-0.319066148,-0.805447471,-0.342412451,-0.910505837,-0.073929961,-0.517509728,-0.085603113,-0.739299611,-0.089494163,-0.879377432,-0.085603113,-1,0.046692607,-0.490272374,0.070038911,-0.688715953,0.093385214,-0.821011673,0.116731518,-0.937743191,0.163424125,-0.424124514,0.214007782,-0.560311284,0.245136187,-0.653696498,0.272373541,-0.739299611
0,0,0,-0.19844358,-0.070038911,-0.357976654,-0.210116732,-0.474708171,-0.326848249,-0.595330739,-0.381322957,-0.206225681,-0.494163424,-0.280155642,-0.684824903,-0.315175097,-0.805447471,-0.338521401,-0.910505837,-0.070038911,-0.517509728,-0.077821012,-0.739299611,-0.081712062,-0.879377432,-0.077821012,-1,0.050583658,-0.490272374,0.077821012,-0.692607004,0.097276265,-0.821011673,0.120622568,-0.937743191,0.167315175,-0.424124514,0.221789883,-0.560311284,0.252918288,-0.649805447,0.280155642,-0.73540856
0,0,0,-0.19379845,-0.069767442,-0.356589147,-0.217054264,-0.476744186,-0.333333333,-0.596899225,-0.387596899,-0.201550388,-0.5,-0.271317829,-0.689922481,-0.310077519,-0.813953488,-0.333333333,-0.918604651,-0.065891473,-0.523255814,-0.073643411,-0.744186047,-0.07751938,-0.88372093,-0.073643411,-1,0.054263566,-0.496124031,0.085271318,-0.69379845,0.108527132,-0.821705426,0.131782946,-0.937984496,0.170542636,-0.430232558,0.224806202,-0.565891473,0.255813953,-0.651162791,0.282945736,-0.736434109
0,0,0,-0.194552529,-0.070038911,-0.357976654,-0.210116732,-0.474708171,-0.326848249,-0.595330739,-0.377431907,-0.194552529,-0.501945525,-0.26459144,-0.692607004,-0.299610895,-0.817120623,-0.322957198,-0.922178988,-0.054474708,-0.525291829,-0.062256809,-0.743190661,-0.062256809,-0.879377432,-0.058365759,-1,0.06614786,-0.494163424,0.097276265,-0.688715953,0.124513619,-0.817120623,0.147859922,-0.93385214,0.178988327,-0.420233463,0.241245136,-0.552529183,0.272373541,-0.642023346,0.303501946,-0.73151751
0,0,0,-0.1953125,-0.0703125,-0.35546875,-0.20703125,-0.4765625,-0.3203125,-0.59375,-0.37890625,-0.1875,-0.49609375,-0.2578125,-0.69140625,-0.29296875,-0.81640625,-0.31640625,-0.921875,-0.05078125,-0.51953125,-0.0546875,-0.73828125,-0.05078125,-0.87890625,-0.04296875,-1,0.0703125,-0.484375,0.11328125,-0.6796875,0.1484375,-0.80859375,0.18359375,-0.92578125,0.18359375,-0.4140625,0.24609375,-0.546875,0.28125,-0.6328125,0.30859375,-0.71875
0,0,0,-0.2,-0.070588235,-0.360784314,-0.207843137,-0.478431373,-0.317647059,-0.6,-0.376470588,-0.196078431,-0.494117647,-0.266666667,-0.68627451,-0.301960784,-0.811764706,-0.325490196,-0.917647059,-0.054901961,-0.517647059,-0.062745098,-0.737254902,-0.062745098,-0.878431373,-0.058823529,-1,0.066666667,-0.490196078,0.105882353,-0.68627451,0.141176471,-0.815686275,0.17254902,-0.933333333,0.180392157,-0.419607843,0.243137255,-0.552941176,0.282352941,-0.643137255,0.317647059,-0.725490196
0,0,0,-0.19379845,-0.065891473,-0.352713178,-0.197674419,-0.465116279,-0.310077519,-0.589147287,-0.368217054,-0.189922481,-0.488372093,-0.263565891,-0.678294574,-0.302325581,-0.802325581,-0.325581395,-0.910852713,-0.050387597,-0.515503876,-0.062015504,-0.736434109,-0.069767442,-0.875968992,-0.065891473,-1,0.069767442,-0.484496124,0.108527132,-0.682170543,0.143410853,-0.813953488,0.178294574,-0.930232558,0.186046512,-0.414728682,0.255813953,-0.550387597,0.298449612,-0.639534884,0.337209302,-0.724806202
0,0,0,-0.195402299,-0.0651341,-0.352490421,-0.199233716,-0.463601533,-0.310344828,-0.586206897,-0.367816092,-0.183908046,-0.490421456,-0.260536398,-0.67816092,-0.302681992,-0.804597701,-0.329501916,-0.908045977,-0.045977011,-0.517241379,-0.057471264,-0.739463602,-0.068965517,-0.877394636,-0.068965517,-1,0.076628352,-0.490421456,0.114942529,-0.685823755,0.14559387,-0.812260536,0.176245211,-0.931034483,0.187739464,-0.417624521,0.256704981,-0.551724138,0.298850575,-0.639846743,0.337164751,-0.727969349
0,0,0,-0.199233716,-0.0651341,-0.360153257,-0.203065134,-0.471264368,-0.32183908,-0.590038314,-0.379310345,-0.195402299,-0.494252874,-0.268199234,-0.681992337,-0.30651341,-0.804597701,-0.329501916,-0.911877395,-0.053639847,-0.521072797,-0.0651341,-0.743295019,-0.068965517,-0.881226054,-0.072796935,-1,0.068965517,-0.494252874,0.103448276,-0.69348659,0.130268199,-0.819923372,0.157088123,-0.938697318,0.180076628,-0.425287356,0.245210728,-0.563218391,0.283524904,-0.651340996,0.318007663,-0.735632184
0,0,0,-0.198473282,-0.06870229,-0.358778626,-0.213740458,-0.473282443,-0.332061069,-0.595419847,-0.381679389,-0.190839695,-0.496183206,-0.267175573,-0.687022901,-0.301526718,-0.809160305,-0.320610687,-0.91221374,-0.053435115,-0.519083969,-0.064885496,-0.744274809,-0.072519084,-0.881679389,-0.072519084,-1,0.06870229,-0.492366412,0.106870229,-0.694656489,0.141221374,-0.820610687,0.171755725,-0.938931298,0.175572519,-0.423664122,0.244274809,-0.561068702,0.282442748,-0.648854962,0.316793893,-0.736641221
0,0,0,-0.194945848,-0.079422383,-0.339350181,-0.231046931,-0.436823105,-0.357400722,-0.545126354,-0.411552347,-0.19133574,-0.505415162,-0.238267148,-0.700361011,-0.263537906,-0.819494585,-0.277978339,-0.920577617,-0.072202166,-0.519855596,-0.090252708,-0.747292419,-0.108303249,-0.884476534,-0.119133574,-1,0.036101083,-0.498194946,0.039711191,-0.700361011,0.032490975,-0.826714801,0.025270758,-0.935018051,0.144404332,-0.440433213,0.173285199,-0.592057762,0.180505415,-0.685920578,0.180505415,-0.772563177
